,Symbol,name_a,price,changesPercentage,change_a,yearHigh,yearLow,priceAvg50,priceAvg200,Name,Change,%_Change,50_Day_Avg,200_Day_Avg,fund_extended_name,fund_family,net_assets,ytd_return,fund_yield,morningstar_rating,inception_date,investment,f_size,net_annual_expense_ratio_fund,price_earnings,price_book,morningstar_return_rating,fund_return_1month,fund_return_3months,fund_return_1year,fund_return_3years,fund_return_5years,fund_return_10years,fund_return_2018,portfolio_cash,portfolio_stocks,portfolio_bonds,portfolio_others,portfolio_preferred,portfolio_convertable,basic_materials,consumer_cyclical,financial_services,real_estate,consumer_defensive,healthcare,utilities,communication_services,energy,industrials,technology,morningstar_risk_rating,fund_alpha_3years,fund_beta_3years,fund_r_squared_3years,fund_standard_deviation_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years
399,MLCIX,BMO Large-Cap Growth Fund Class I,18.81,0.0,0.0,19.94,13.71,17.624413,18.03728,BMO Large-Cap Growth Fund Class I,0.0,0.0,17.62,18.04,BMO Large-Cap Growth Fund Class I,BMO Funds,405.39,14.14,0.61,4,2008-01-30,Growth,Large,0.54,18.31,4.95,4.0,1.32,14.14,11.73,16.23,13.76,16.9,-0.98,2.9,97.1,0.0,0.0,0.0,0.0,2.1,16.12,15.51,3.11,5.42,12.58,0.0,1.95,2.21,8.35,32.64,3.0,1.67,1.07,90.78,12.09,1.2,13.92
400,FIOAX,Fidelity Advisor Managed Retirement 2005 Fund Class A,59.11,0.02,0.009998,60.18,54.71,58.297940000000004,58.842354,Fidelity Advisor Managed Retirement 2005 Fund Class A,0.01,0.02,58.3,58.84,Fidelity Advisor Managed Retirement 2005 Fund Class A,Fidelity Investments,5.54,4.48,1.7,3,2007-08-29,Blend,Large,0.73,14.12,1.76,3.0,1.45,4.48,2.77,5.34,3.96,8.44,-2.22,18.63,17.99,62.91,0.04,0.22,0.19,4.86,12.19,22.41,2.66,6.48,11.08,1.99,2.17,6.78,10.25,19.11,2.0,0.77,0.48,84.13,3.17,1.23,8.4
401,CNPIX,ProFunds Consumer Goods Ultra Sector Fund Investor Class,100.63,-0.37,-0.37,123.4,65.94,93.95912,104.58853,ProFunds Consumer Goods Ultra Sector Fund Investor Class,-0.37,-0.37,93.96,104.59,ProFunds Consumer Goods Ultra Sector Fund Investor Class,ProFunds,4.86,18.76,1.38,4,2004-01-29,Value,Large,1.78,15.04,3.21,5.0,4.15,18.76,1.25,3.7,7.74,18.11,-22.65,24.07,73.95,0.0,1.98,0.0,0.0,0.0,26.94,0.29,0.0,67.48,0.0,0.0,0.0,0.0,1.4,3.89,5.0,-9.2,1.06,53.83,15.54,0.23,2.27
402,QGRCX,Invesco Oppenheimer Global Allocation Fund Class C,17.13,0.23,0.040001999999999996,18.26,14.21,16.449118,17.025515,Invesco Oppenheimer Global Allocation Fund Class C,0.04,0.23,16.45,17.03,Oppenheimer Global Allocation Fund Class C,OppenheimerFunds,1410.0,7.53,1.33,2,1993-08-31,Growth,Large,2.04,17.37,2.68,2.0,1.33,7.53,-2.64,4.29,2.43,7.88,-10.42,0.54,67.14,29.0,0.93,1.84,0.0,3.25,17.7,12.28,1.54,10.28,11.22,0.43,1.43,7.29,13.5,21.08,3.0,-3.89,1.06,89.74,6.8,0.46,2.84
403,CLDIX,Calvert Long-Term Income Fund Class I,19.02,0.0,0.0,20.26,16.43,18.877354,18.704338,Calvert Long-Term Income Fund Class I,0.0,0.0,18.88,18.7,Calvert Long-Term Income Fund Class I,Calvert Research and Management,60.49,7.55,3.8,3,2015-01-29,Growth,Medium,0.67,0.0,0.0,3.0,4.14,7.55,5.1,4.18,4.81,7.09,-5.32,1.51,0.0,96.1,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.49,1.98,86.49,6.27,0.48,1.46
404,FRSSX,Nuveen Real Estate Securities Fund Class R3,17.24,0.82,0.14,23.25,13.0,16.442648000000002,19.184484,Nuveen Real Estate Securities Fund Class R3,0.14,0.82,16.44,19.18,Nuveen Real Estate Securities Fund Class R3,Nuveen,3440.0,16.38,1.87,3,2001-09-23,Blend,Medium,1.54,42.31,2.36,3.0,3.46,16.38,17.82,5.32,8.29,17.49,-5.98,2.71,97.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.61,0.0,0.0,0.0,0.15,0.0,0.24,0.0,3.0,-1.69,0.69,27.24,13.25,0.36,5.87
405,MIDNX,Matthews India Fund Institutional Class,17.48,1.33,0.23,27.94,14.02,16.989411999999998,21.375,Matthews India Fund Institutional Class,0.23,1.33,16.99,21.38,Matthews India Fund Institutional Class,Matthews Asia Funds,1640.0,5.57,0.0,4,2010-10-28,Growth,Large,0.89,20.18,3.82,4.0,8.18,5.57,-2.38,10.06,13.14,17.34,-9.92,0.61,99.39,0.0,0.0,0.0,0.0,4.45,14.07,35.24,0.0,13.5,11.97,0.0,0.0,0.08,10.03,10.66,2.0,5.51,0.55,15.59,14.86,0.63,15.82
406,FTHCX,Fidelity Advisor Technology Fund Class C,52.1,-0.21,-0.11,54.22,37.4,48.49,47.567207,Fidelity Advisor Technology Fund Class C,-0.11,-0.21,48.49,47.57,Fidelity Advisor Technology Fund Class C,Fidelity Investments,2010.0,20.04,0.0,3,1997-11-02,Growth,Large,1.81,22.14,6.73,3.0,4.68,20.04,4.08,22.26,15.65,20.37,-8.5,0.11,98.35,0.0,0.41,1.13,0.0,0.0,4.67,11.84,0.0,0.0,0.03,0.0,0.0,0.0,5.03,78.43,3.0,8.29,1.28,62.14,16.22,1.25,16.43
407,TWBIX,American Century Balanced Fund Investor Class,18.98,-0.11,-0.02,19.8,15.64,18.30647,18.706324,American Century Balanced Fund Investor Class,-0.02,-0.11,18.31,18.71,American Century Balanced Fund Investor Class,American Century Investments,883.98,9.39,1.5,4,1988-10-19,Growth,Large,0.91,16.86,3.3,4.0,1.65,9.39,5.51,8.1,6.06,10.14,-3.92,3.07,54.98,41.86,0.09,0.0,0.0,1.91,13.36,13.15,3.49,6.17,17.54,1.19,2.01,4.33,8.12,28.74,2.0,-0.39,1.07,92.44,6.83,0.98,6.35
408,ALCKX,AB Large Cap Growth Fund Class K,62.79,0.32,0.2,62.59,45.07,58.428825,57.50889599999999,AB Large Cap Growth Fund Class K,0.2,0.32,58.43,57.51,AB Large Cap Growth Fund Class K,AllianceBernstein,8440.0,15.88,0.0,4,2005-02-28,Growth,Large,1.0,24.03,7.3,4.0,2.38,15.88,15.69,17.26,15.05,17.84,1.83,10.24,89.76,0.0,0.0,0.0,0.0,2.41,15.67,9.63,0.0,10.29,23.61,0.0,0.0,0.0,6.61,31.78,3.0,3.59,0.98,85.4,11.4,1.35,16.29
409,ITTIX,Hartford Multi-Asset Income and Growth Fund Class I,19.1,-0.42,-0.08,23.5,16.74,18.65294,20.198970000000003,Hartford Multi-Asset Income and Growth Fund Class I,-0.08,-0.42,18.65,20.2,Hartford Balanced Fund Class I,Hartford Mutual Funds,982.69,8.73,2.24,3,2015-03-30,Blend,Large,0.69,14.64,2.21,3.0,1.64,8.73,4.48,7.69,6.42,11.37,-5.02,0.25,58.92,40.67,0.07,0.0,0.09,0.62,9.37,12.76,3.75,1.32,19.09,3.75,5.76,14.28,5.32,23.98,3.0,-0.92,1.1,91.38,7.03,0.91,5.83
410,CSRYX,Columbia Select Large Cap Value Fund Institutional 3 Class,22.83,-0.91,-0.209999,28.56,16.27,21.615294,24.451618,Columbia Select Large Cap Value Fund Institutional 3 Class,-0.21,-0.91,21.62,24.45,Columbia Select Large Cap Value Fund Institutional 3 Class,Columbia,1140.0,11.38,1.74,4,2014-09-30,Value,Large,0.46,13.26,1.92,5.0,-0.08,11.38,1.81,12.56,7.77,15.42,-12.0,1.93,98.07,0.0,0.0,0.0,0.0,9.77,5.52,21.53,0.0,5.69,11.06,5.7,5.02,14.26,9.19,12.26,4.0,-1.27,1.05,84.73,12.2,0.92,10.75
411,JVAAX,JPMorgan Value Advantage Fund Class A,29.68,-1.26,-0.38,37.57,22.02,27.829117,32.636986,JPMorgan Value Advantage Fund Class A,-0.38,-1.26,27.83,32.64,JPMorgan Value Advantage Fund Class A,JPMorgan,10970.0,12.36,1.28,4,2005-02-27,Value,Large,1.14,14.01,1.67,4.0,0.5,12.36,4.85,10.25,7.02,15.68,-9.42,3.14,96.86,0.0,0.0,0.0,0.0,2.5,12.92,30.34,6.9,5.12,9.57,5.6,3.93,9.17,6.68,7.28,3.0,-2.59,0.98,85.2,11.34,0.8,9.18
412,FELCX,Fidelity Advisor Semiconductors Fund Class C,22.4,-2.65,-0.61,24.85,14.84,21.080294,21.735073,Fidelity Advisor Semiconductors Fund Class C,-0.61,-2.65,21.08,21.74,Fidelity Advisor Semiconductors Fund Class C,Fidelity Investments,244.28,21.99,0.0,3,2000-12-26,Blend,Large,1.91,13.25,2.51,3.0,2.07,21.99,1.8,22.52,18.11,20.04,-13.16,2.12,97.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,8.57,1.31,49.18,18.78,1.11,16.16
413,INPSX,ProFunds Internet UltraSector Fund Service Class,82.74,-0.01,-0.01,82.77,46.71,73.46059,69.64580500000001,ProFunds Internet UltraSector Fund Service Class,-0.01,-0.01,73.46,69.65,ProFunds Internet UltraSector Fund Service Class,ProFunds,251.33,28.68,0.0,3,2000-06-18,Growth,Large,2.42,26.11,4.85,5.0,1.76,28.68,17.4,37.04,24.12,33.95,3.72,25.6,71.65,0.0,2.75,0.0,0.0,0.0,23.71,10.63,0.0,0.0,0.0,0.0,2.87,0.0,0.0,62.79,5.0,13.06,1.7,56.76,24.18,1.38,21.08
414,SGIEX,Columbia Contrarian Core Fund Class V,25.51,0.0,0.0,27.8,18.78,24.111176,25.111985999999998,Columbia Contrarian Core Fund Class V,0.0,0.0,24.11,25.11,Columbia Contrarian Core Fund Class V,Columbia,9980.0,14.12,0.86,3,1993-02-11,Blend,Large,1.02,17.04,2.64,3.0,2.16,14.12,6.33,10.7,9.33,15.58,-9.17,2.66,97.34,0.0,0.0,0.0,0.0,3.81,11.26,17.22,0.0,7.47,13.67,0.97,7.05,5.3,8.3,24.93,4.0,-2.86,1.03,96.98,11.24,0.85,9.12
415,ALAFX,Alger Focus Equity Fund Class A,43.2,0.09,0.04,43.92,31.01,40.347057,39.229042,Alger Focus Equity Fund Class A,0.04,0.09,40.35,39.23,Alger Focus Equity Fund Class A,Alger,470.14,15.73,0.0,4,2012-12-30,Growth,Large,1.03,18.95,4.51,4.0,2.6,15.73,12.43,17.82,13.97,16.22,1.29,2.37,97.59,0.0,0.0,0.04,0.0,2.87,15.91,16.38,0.94,1.0,17.55,0.0,1.93,0.0,10.29,33.13,4.0,3.09,1.08,78.64,13.07,1.23,15.31
416,FCRWX,Fidelity Advisor Simplicity RMD 2020 Fund Class C,59.38,0.24,0.14,59.47,57.15,59.38,59.38,Fidelity Advisor Simplicity RMD 2020 Fund Class C,0.14,0.24,59.38,59.38,Fidelity Advisor Simplicity RMD 2020 Fund Class C,Fidelity Investments,37.74,7.07,0.94,3,2007-12-30,Blend,Large,1.61,14.34,1.82,3.0,1.27,7.07,1.67,6.48,4.33,9.36,-5.67,14.61,44.38,40.47,0.03,0.42,0.07,4.19,12.43,21.37,2.42,6.5,12.49,2.09,2.42,6.84,10.18,19.07,4.0,-0.78,0.89,95.58,5.57,0.92,5.81
417,PCCOX,T. Rowe Price U.S. Equity Research Fund I Class,29.2,-0.14,-0.040001999999999996,32.66,21.42,27.549118,28.989411999999998,T. Rowe Price U.S. Equity Research Fund I Class,-0.04,-0.14,27.55,28.99,T. Rowe Price Capital Opportunity Fund I Class,T. Rowe Price,716.96,14.5,1.18,5,2016-11-28,Growth,Large,0.54,17.28,2.93,5.0,2.23,14.5,9.58,14.24,11.25,15.8,-4.45,0.5,99.5,0.0,0.0,0.0,0.0,2.2,12.26,16.05,1.63,7.31,14.5,3.44,3.69,4.86,9.51,24.54,3.0,0.48,1.02,98.89,10.97,1.16,12.74
418,CCLAX,Calvert Conservative Allocation Fund Class A,17.28,0.06,0.01,18.16,14.93,16.777647,17.268456,Calvert Conservative Allocation Fund Class A,0.01,0.06,16.78,17.27,Calvert Conservative Allocation Fund Class A,Calvert Research and Management,198.03,6.99,2.36,3,2005-04-28,Blend,Large,0.96,15.43,2.38,3.0,1.31,6.99,4.2,5.79,4.63,7.7,-2.96,2.06,35.48,62.16,0.19,0.01,0.09,2.9,14.8,20.21,1.88,7.44,12.75,2.38,2.97,0.63,13.68,20.36,2.0,-0.06,0.68,95.05,4.23,1.04,6.66
419,VASIX,Vanguard LifeStrategy Income Fund Investor Shares,16.38,0.0,0.0,16.58,15.03,16.112648,16.179192,Vanguard LifeStrategy Income Fund Investor Shares,0.0,0.0,16.11,16.18,Vanguard LifeStrategy Income Fund Investor Shares,Vanguard,4240.0,4.87,2.73,3,1994-09-29,Blend,Large,0.11,14.99,1.96,3.0,1.85,4.87,4.57,4.16,4.02,5.93,-1.05,1.55,19.64,78.6,0.04,0.0,0.15,5.07,11.73,17.87,3.91,7.84,11.88,3.19,3.41,5.82,11.49,17.78,2.0,0.26,0.39,63.07,3.0,0.95,7.39
420,VEIRX,Vanguard Equity-Income Fund Admiral Shares,68.96,-0.12,-0.08,81.0,51.97,65.60058599999999,72.47771999999999,Vanguard Equity-Income Fund Admiral Shares,-0.08,-0.12,65.6,72.48,Vanguard Equity-Income Fund Admiral Shares,Vanguard,33830.0,11.11,2.89,5,2001-08-12,Value,Large,0.18,12.59,2.3,4.0,0.83,11.11,7.58,11.26,9.38,15.42,-5.65,1.09,97.82,0.02,1.07,0.0,0.0,3.57,4.51,16.28,1.05,12.61,16.59,8.42,6.47,9.81,10.52,10.17,2.0,-0.34,0.85,89.59,9.65,1.02,11.71
421,FCRSX,Fidelity Advisor Managed Retirement 2015 Fund Class C,53.03,0.17,0.09,53.14,51.41,53.03,53.03,Fidelity Advisor Managed Retirement 2015 Fund Class C,0.09,0.17,53.03,53.03,Fidelity Advisor Managed Retirement 2015 Fund Class C,Fidelity Investments,4.02,5.98,0.9,2,2007-08-29,Blend,Large,1.57,14.3,1.81,3.0,1.32,5.98,1.81,5.83,3.95,8.63,-4.62,14.66,33.77,50.99,0.04,0.34,0.17,4.35,12.35,21.62,2.48,6.5,12.14,2.07,2.37,6.83,10.19,19.1,3.0,-0.38,0.73,93.43,4.6,0.97,6.2
422,SXPCX,DWS S&P 500 Index Fund - Class C,31.5,-0.19,-0.06,35.21,23.27,29.79147,31.503088,DWS S&P 500 Index Fund - Class C,-0.06,-0.19,29.79,31.5,DWS S&P 500 Index Fund - Class C,DWS,982.99,13.29,0.61,3,2005-02-14,Blend,Large,1.3,16.62,2.9,3.0,1.82,13.29,8.5,12.18,9.53,14.45,-5.22,1.93,97.93,0.14,0.0,0.0,0.0,2.5,11.54,16.01,2.44,7.59,14.79,3.26,3.5,5.41,10.56,22.4,2.0,-1.05,0.99,99.97,10.59,1.02,11.03
423,HNMVX,Harbor Mid Cap Value Fund Retirement Class,15.57,-2.38,-0.38,21.85,10.88,14.09353,17.886029999999998,Harbor Mid Cap Value Fund Retirement Class,-0.38,-2.38,14.09,17.89,Harbor Mid Cap Value Fund Retirement Class,Harbor,909.27,12.53,1.74,2,2016-02-29,Value,Medium,0.76,10.4,1.45,2.0,-2.09,12.53,-5.03,6.37,4.94,15.77,-17.61,2.33,97.67,0.0,0.0,0.0,0.0,5.71,17.09,20.87,13.57,5.62,3.07,5.98,0.0,4.67,12.31,11.11,4.0,-8.36,1.18,80.3,14.18,0.41,4.29
424,JTSYX,JPMorgan SmartRetirement 2050 Fund Class R6,18.82,-0.11,-0.02,22.51,14.46,17.81294,19.633454999999998,JPMorgan SmartRetirement 2050 Fund Class R6,-0.02,-0.11,17.81,19.63,JPMorgan SmartRetirement 2050 Fund Class R6,JPMorgan,3910.0,11.58,2.5,3,2014-11-02,Blend,Large,0.49,15.1,2.01,3.0,1.27,11.58,1.66,9.76,6.65,12.89,-9.64,4.26,83.64,11.92,0.08,0.0,0.1,4.47,12.87,18.82,8.63,6.88,11.15,2.85,2.42,5.27,10.27,16.37,3.0,-1.46,1.49,97.32,9.26,0.91,5.67
425,FARFX,Fidelity Advisor Managed Retirement 2025 Fund Class A,51.96,-0.04,-0.02,55.17,44.91,50.28706,52.107203999999996,Fidelity Advisor Managed Retirement 2025 Fund Class A,-0.02,-0.04,50.29,52.11,Fidelity Advisor Managed Retirement 2025 Fund Class A,Fidelity Investments,17.39,7.57,1.45,3,2007-12-30,Blend,Large,0.9,14.37,1.83,3.0,1.37,7.57,2.43,7.38,5.18,10.35,-5.3,11.32,46.59,41.43,0.04,0.44,0.16,4.17,12.41,21.35,2.42,6.51,12.51,2.09,2.44,6.84,10.18,19.08,2.0,-0.14,0.92,95.54,5.77,1.04,6.58
426,PRWCX,T. Rowe Price Capital Appreciation Fund,31.18,-0.1,-0.030001,32.68,23.85,29.712940000000003,30.477352000000003,T. Rowe Price Capital Appreciation Fund,-0.03,-0.1,29.71,30.48,T. Rowe Price Capital Appreciation Fund,T. Rowe Price,33040.0,11.91,2.16,5,1986-06-29,Growth,Large,0.71,22.4,3.81,5.0,1.99,11.91,12.12,11.28,10.1,14.28,0.62,7.89,60.55,27.01,0.0,4.54,0.0,0.0,8.36,15.99,0.0,0.71,22.75,8.9,1.25,1.92,16.44,23.69,3.0,2.52,1.08,88.91,7.01,1.38,9.28
427,MIEIX,MFS Institutional International Equity Fund,24.73,1.77,0.43,28.45,19.53,23.143824,25.541323000000002,MFS Institutional International Equity Fund,0.43,1.77,23.14,25.54,MFS Institutional International Equity Fund,MFS,10050.0,11.34,1.33,3,1996-01-30,Growth,Large,0.7,16.87,2.38,3.0,1.63,11.34,0.86,9.36,4.33,10.53,-10.66,1.31,98.69,0.0,0.0,0.0,0.0,9.25,10.51,14.41,0.0,18.55,15.56,1.11,0.0,2.64,13.04,14.93,2.0,1.7,0.92,91.51,10.17,0.8,8.76
428,TIBAX,Thornburg Investment Income Builder Fund Class A,18.41,0.05,0.01,22.99,14.8,17.505295,20.184559,Thornburg Investment Income Builder Fund Class A,0.01,0.05,17.51,20.18,Thornburg Investment Income Builder Fund Class A,Thornburg,14410.0,7.06,4.22,5,2002-12-23,Value,Large,1.33,12.53,1.57,5.0,1.07,7.06,4.66,8.13,4.24,10.83,-4.62,1.89,88.95,7.93,0.5,0.4,0.33,4.74,4.22,20.15,7.23,5.09,9.45,5.05,16.12,11.79,8.57,7.58,4.0,-0.01,1.02,74.24,7.27,0.93,6.67
429,CYPSX,ProFunds Consumer Services UltraSector Fund Service Class,38.87,-1.4,-0.55,122.25,25.51,35.79853,40.775659999999995,ProFunds Consumer Services UltraSector Fund Service Class,-0.55,-1.4,35.8,40.78,ProFunds Consumer Services UltraSector Fund Service Class,ProFunds,43.41,19.37,0.0,3,2004-01-29,Growth,Large,2.52,20.15,4.11,4.0,3.4,19.37,14.96,15.71,14.72,25.29,-2.1,21.39,76.72,0.0,1.89,0.0,0.0,0.07,72.1,0.0,0.0,13.8,0.82,0.0,8.26,0.0,4.65,0.28,4.0,-4.74,1.66,83.56,19.59,0.78,8.66
430,PRCOX,T. Rowe Price U.S. Equity Research Fund,29.19,-0.14,-0.040001,32.66,21.42,27.538234999999997,28.980736,T. Rowe Price U.S. Equity Research Fund,-0.04,-0.14,27.54,28.98,T. Rowe Price Capital Opportunity Fund,T. Rowe Price,716.96,14.46,1.03,5,1994-11-29,Growth,Large,0.69,17.28,2.93,5.0,2.2,14.46,9.41,14.11,11.18,15.76,-4.63,0.5,99.5,0.0,0.0,0.0,0.0,2.2,12.26,16.05,1.63,7.31,14.5,3.44,3.69,4.86,9.51,24.54,3.0,0.35,1.02,98.91,10.98,1.14,12.6
431,MTINX,MainStay Income Builder Fund Investor Class,18.16,0.17,0.03,20.36,15.09,17.595,18.738970000000002,MainStay Income Builder Fund Investor Class,0.03,0.17,17.59,18.74,MainStay Income Builder Fund Investor Class,MainStay,1480.0,8.21,2.68,4,2008-02-27,Value,Large,1.14,13.98,1.84,4.0,1.98,8.21,6.07,6.41,4.56,9.86,-5.75,0.59,46.41,50.37,2.33,0.12,0.12,2.93,4.02,16.46,3.23,11.95,10.0,15.9,10.24,9.36,8.54,7.37,2.0,-0.71,0.87,83.44,5.85,0.87,5.86
432,AIAFX,Aberdeen Global Infrastructure Fund Class A,19.16,0.52,0.1,23.26,14.18,17.683529,20.132132000000002,Aberdeen Global Infrastructure Fund Class A,0.1,0.52,17.68,20.13,Aberdeen Global Infrastructure Fund Class A,Aberdeen,101.19,13.91,3.1,4,2011-12-29,Blend,Large,1.46,15.22,1.55,4.0,2.0,13.91,9.48,10.6,5.12,13.67,-9.57,0.49,99.51,0.0,0.0,0.0,0.0,3.87,0.99,0.0,4.61,0.0,0.0,18.28,14.55,11.09,43.94,2.68,5.0,1.14,0.88,68.72,10.6,0.88,10.62
433,SLMCX,Columbia Seligman Communications and Information Fund Class A,77.68,-1.91,-1.51,85.96,54.36,72.85176,76.352425,Columbia Seligman Communications and Information Fund Class A,-1.51,-1.91,72.85,76.35,Columbia Seligman Communications and Information Fund Class A,Columbia,5960.0,22.38,0.0,3,1983-06-22,Growth,Large,1.23,15.38,2.92,3.0,2.47,22.38,7.13,19.51,17.81,17.61,-7.77,2.04,97.85,0.0,0.0,0.12,0.0,0.0,3.03,3.82,0.0,0.0,0.0,0.0,0.21,0.0,1.37,91.57,3.0,6.81,1.19,53.73,16.22,1.1,15.36
434,DSMLX,Touchstone Large Company Growth Fund Class Institutional,45.51,0.33,0.150003,48.21,33.85,43.204117,43.40772,Touchstone Large Company Growth Fund Class Institutional,0.15,0.33,43.2,43.41,Touchstone Large Company Growth Fund Class Institutional,Touchstone,213.51,18.28,0.0,3,2009-08-27,Growth,Large,0.88,26.82,6.67,3.0,2.8,18.28,10.13,16.52,12.54,0.0,-5.09,0.26,99.74,0.0,0.0,0.0,0.0,0.0,16.13,15.69,0.0,5.12,19.0,0.0,0.0,0.0,4.92,39.14,4.0,1.49,1.13,75.04,13.99,1.08,13.5
435,FMCRX,Federated Mid-Cap Index Fund Institutional Shares,17.1,-1.38,-0.24,21.52,11.77,15.469706,17.798382,Federated Mid-Cap Index Fund Institutional Shares,-0.24,-1.38,15.47,17.8,Federated Mid-Cap Index Fund Institutional Shares,Federated,593.45,14.36,1.2,4,2012-01-03,Blend,Medium,0.31,16.36,1.93,4.0,-0.63,14.36,2.36,10.98,8.01,15.95,-11.2,3.88,96.12,0.0,0.0,0.0,0.0,5.65,14.6,16.08,9.82,3.43,8.9,3.97,0.59,4.48,15.53,16.95,3.0,-3.83,1.16,84.05,13.54,0.74,8.37
436,FEYTX,Fidelity Advisor Asset Manager 85% Fund Class M,18.6,0.05,0.01,20.85,14.15,17.515295000000002,18.692942000000002,Fidelity Advisor Asset Manager 85% Fund Class M,0.01,0.05,17.52,18.69,Fidelity Advisor Asset Manager 85% Fund Class M,Fidelity Investments,2530.0,11.84,0.66,4,2006-10-01,Growth,Large,1.31,15.15,2.07,4.0,1.31,11.84,0.96,9.57,5.97,12.06,-9.77,5.97,80.02,10.04,3.81,0.16,0.0,3.89,11.61,17.08,4.31,7.78,12.97,3.17,2.75,5.42,9.89,21.13,4.0,-1.98,1.55,95.8,9.7,0.86,5.34
437,CIPIX,Champlain Mid Cap Fund Institutional Class,20.74,0.24,0.05,21.63,14.31,18.825,19.576544000000002,Champlain Mid Cap Fund Institutional Class,0.05,0.24,18.83,19.58,Champlain Mid Cap Fund Institutional Class,Champlain Funds,3240.0,16.27,0.0,5,2011-01-02,Growth,Medium,0.9,21.41,3.27,5.0,0.87,16.27,15.34,18.64,13.12,17.33,3.76,2.48,97.52,0.0,0.0,0.0,0.0,1.76,10.23,11.86,0.0,12.15,18.61,0.0,0.0,1.26,14.0,30.14,1.0,5.35,0.93,81.68,11.05,1.49,18.66
438,BTIIX,DWS Equity 500 Index Fund - Class Inst,186.07,-0.19,-0.36001,213.54,137.79,175.84824,188.38235,DWS Equity 500 Index Fund - Class Inst,-0.36,-0.19,175.85,188.38,DWS Equity 500 Index Fund - Class Inst,DWS,613.82,13.61,1.63,4,1992-12-30,Blend,Large,0.24,16.62,2.9,4.0,1.94,13.61,9.68,13.36,10.7,15.71,-4.23,1.98,97.88,0.14,0.0,0.0,0.0,2.5,11.54,16.01,2.44,7.59,14.79,3.26,3.5,5.41,10.56,22.4,2.0,-0.01,0.99,99.98,10.61,1.12,12.21
439,FMGIX,Frontier MFG Core Infrastructure Fund Institutional Class,16.51,1.6,0.26,19.45,12.78,15.792941,17.149706,Frontier MFG Core Infrastructure Fund Institutional Class,0.26,1.6,15.79,17.15,Frontier MFG Core Infrastructure Fund Institutional Class,Frontier Funds,430.33,12.28,2.84,3,2012-01-17,Blend,Large,0.72,18.26,1.95,3.0,2.16,12.28,9.87,6.65,7.47,0.0,-6.61,7.95,89.75,0.0,1.99,0.0,0.31,0.0,0.0,1.43,2.4,0.0,0.0,66.98,5.31,7.6,16.27,0.0,3.0,0.73,0.53,25.83,10.49,0.54,10.11
440,GIOPX,Guggenheim Macro Opportunities Fund Class P,24.86,0.24,0.059999000000000004,26.02,23.56,24.359118,25.172941,Guggenheim Macro Opportunities Fund Class P,0.06,0.24,24.36,25.17,Guggenheim Macro Opportunities Fund Class P,Guggenheim Investments,7070.0,0.54,3.22,4,2015-04-30,Value,Medium,1.36,12.52,1.84,4.0,0.07,0.54,0.42,5.17,3.29,0.0,0.16,33.17,3.01,60.37,2.81,0.15,0.24,3.73,7.61,3.27,11.69,9.64,14.18,7.48,2.41,7.14,17.3,15.55,2.0,3.81,-0.04,0.27,1.86,1.86,-107.75
441,FDIGX,Fidelity Advisor Consumer Staples Fund I Class,79.93,0.25,0.2,89.81,64.87,77.38705999999999,82.804924,Fidelity Advisor Consumer Staples Fund I Class,0.2,0.25,77.39,82.8,Fidelity Advisor Consumer Staples Fund I Class,Fidelity Investments,1460.0,17.2,2.68,2,2006-12-11,Value,Large,0.77,17.24,2.19,2.0,3.93,17.2,4.75,2.76,5.76,12.2,-15.82,0.22,99.78,0.0,0.0,0.0,0.0,0.1,4.27,0.0,0.0,94.66,0.0,0.0,0.0,0.0,0.59,0.38,5.0,-5.32,0.8,42.78,12.28,0.18,1.84
442,HACAX,Harbor Capital Appreciation Fund Institutional Class,82.4,0.21,0.17,85.82,58.97,76.83646999999999,76.20228,Harbor Capital Appreciation Fund Institutional Class,0.17,0.21,76.84,76.2,Harbor Capital Appreciation Fund Institutional Class,Harbor,30530.0,17.54,0.19,4,1987-12-28,Growth,Large,0.66,29.33,7.82,4.0,2.26,17.54,11.52,18.49,13.94,17.21,-1.03,0.37,99.63,0.0,0.0,0.0,0.0,0.0,23.62,11.59,1.01,3.83,14.02,0.0,0.76,0.0,7.91,37.26,4.0,3.34,1.11,75.73,13.74,1.22,15.45
443,MPACX,Matthews Asia Growth Fund Investor Class,27.47,-0.33,-0.09,29.0,21.13,26.046470000000003,26.701765,Matthews Asia Growth Fund Investor Class,-0.09,-0.33,26.05,26.7,Matthews Asia Growth Fund Investor Class,Matthews Asia Funds,1110.0,14.32,0.11,4,2003-10-30,Growth,Large,1.12,15.09,2.77,4.0,2.06,14.32,-9.32,10.6,6.94,12.99,-16.26,2.87,97.13,0.0,0.0,0.0,0.0,1.03,24.85,14.94,0.0,11.1,28.54,0.0,2.24,1.39,5.47,10.44,4.0,2.71,1.01,55.61,14.39,0.68,9.18
